"State","Year","Deaths","Death_Rate","Pct_of_Total_Deaths","Multiple_Cause_of_death","log_of_Deaths","log_of_Pct_of_Deaths","log_of_Death_Rate"
"Missouri",2013,55,1.2,0,"Methadone",4.00733318523247,0,0.182321556793955
"Missouri",2013,98,2.1,0,"Other synthetic narcotics",4.58496747867057,0,0.741937344729377
"Missouri",2013,662,14.2,0.2,"All Opioids",6.49526555593701,-1.6094379124341,2.65324196460721
"Missouri",2014,340,7.3,0.1,"Heroin",5.82894561761021,-2.30258509299405,1.98787434815435
"Missouri",2014,241,5.2,0.1,"Other opioids",5.48479693349065,-2.30258509299405,1.64865862558738
"Missouri",2014,55,1.2,0,"Methadone",4.00733318523247,0,0.182321556793955
"Missouri",2014,116,2.5,0,"Other synthetic narcotics",4.75359019110636,0,0.916290731874155
"Missouri",2014,752,16.2,0.2,"All Opioids",6.62273632394984,-1.6094379124341,2.78501124223834
"Missouri",2015,307,6.5,0.1,"Heroin",5.7268477475872,-2.30258509299405,1.87180217690159
"Missouri",2015,245,5.2,0.1,"Other opioids",5.50125821054473,-2.30258509299405,1.64865862558738
"Missouri",2015,60,1.3,0,"Methadone",4.0943445622221,0,0.262364264467491
"Missouri",2015,191,4.1,0.1,"Other synthetic narcotics",5.25227342804663,-2.30258509299405,1.41098697371026
"Missouri",2015,803,17.1,0.3,"All Opioids",6.68835471394676,-1.20397280432594,2.83907846350861
"Mississippi",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"Mississippi",2000,NA,NA,NA,"Methadone",NA,NA,NA
"Mississippi",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2000,0,0,0,"All Opioids",0,0,0
"Mississippi",2001,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2001,15,NA,0,"Other opioids",2.70805020110221,0,NA
"Mississippi",2001,NA,NA,NA,"Methadone",NA,NA,NA
"Mississippi",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2001,15,0,0,"All Opioids",2.70805020110221,0,0
"Mississippi",2002,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2002,16,NA,0,"Other opioids",2.77258872223978,0,NA
"Mississippi",2002,NA,NA,NA,"Methadone",NA,NA,NA
"Mississippi",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2002,16,0,0,"All Opioids",2.77258872223978,0,0
"Mississippi",2003,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2003,12,NA,0,"Other opioids",2.484906649788,0,NA
"Mississippi",2003,11,NA,0,"Methadone",2.39789527279837,0,NA
"Mississippi",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2003,23,0,0,"All Opioids",3.13549421592915,0,0
"Mississippi",2004,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2004,18,NA,0,"Other opioids",2.89037175789616,0,NA
"Mississippi",2004,NA,NA,NA,"Methadone",NA,NA,NA
"Mississippi",2004,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2004,18,0,0,"All Opioids",2.89037175789616,0,0
"Mississippi",2005,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2005,16,NA,0,"Other opioids",2.77258872223978,0,NA
"Mississippi",2005,20,0.9,0,"Methadone",2.99573227355399,0,-0.105360515657826
"Mississippi",2005,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Mississippi",2005,36,0.9,0,"All Opioids",3.58351893845611,0,-0.105360515657826
"Mississippi",2006,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2006,27,1.3,0,"Other opioids",3.29583686600433,0,0.262364264467491
"Mississippi",2006,21,1,0,"Methadone",3.04452243772342,0,0
"Mississippi",2006,12,NA,0,"Other synthetic narcotics",2.484906649788,0,NA
"Mississippi",2006,60,2.3,0,"All Opioids",4.0943445622221,0,0.832909122935104
"Mississippi",2007,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2007,46,2.1,0,"Other opioids",3.8286413964891,0,0.741937344729377
"Mississippi",2007,31,1.4,0,"Methadone",3.43398720448515,0,0.336472236621213
"Mississippi",2007,23,1.1,0,"Other synthetic narcotics",3.13549421592915,0,0.0953101798043249
"Mississippi",2007,100,4.6,0,"All Opioids",4.60517018598809,0,1.52605630349505
"Mississippi",2008,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2008,58,2.7,0,"Other opioids",4.06044301054642,0,0.993251773010283
"Mississippi",2008,14,NA,0,"Methadone",2.63905732961526,0,NA
"Mississippi",2008,34,1.6,0,"Other synthetic narcotics",3.52636052461616,0,0.470003629245736
"Mississippi",2008,106,4.3,0,"All Opioids",4.66343909411207,0,1.45861502269952
"Mississippi",2009,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2009,43,2,0,"Other opioids",3.76120011569356,0,0.693147180559945
"Mississippi",2009,17,NA,0,"Methadone",2.83321334405622,0,NA
"Mississippi",2009,31,1.4,0,"Other synthetic narcotics",3.43398720448515,0,0.336472236621213
"Mississippi",2009,91,3.4,0,"All Opioids",4.51085950651685,0,1.22377543162212
"Mississippi",2010,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2010,57,2.6,0,"Other opioids",4.04305126783455,0,0.955511445027436
"Mississippi",2010,20,0.9,0,"Methadone",2.99573227355399,0,-0.105360515657826
"Mississippi",2010,27,1.2,0,"Other synthetic narcotics",3.29583686600433,0,0.182321556793955
"Mississippi",2010,104,4.7,0,"All Opioids",4.64439089914137,0,1.54756250871601
"Mississippi",2011,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2011,52,2.3,0,"Other opioids",3.95124371858143,0,0.832909122935104
"Mississippi",2011,14,NA,0,"Methadone",2.63905732961526,0,NA
"Mississippi",2011,19,NA,0,"Other synthetic narcotics",2.94443897916644,0,NA
"Mississippi",2011,85,2.3,0,"All Opioids",4.44265125649032,0,0.832909122935104
"Mississippi",2012,NA,NA,NA,"Heroin",NA,NA,NA
"Mississippi",2012,61,2.7,0,"Other opioids",4.11087386417331,0,0.993251773010283
"Mississippi",2012,22,1,0,"Methadone",3.09104245335832,0,0
"Mississippi",2012,20,0.9,0,"Other synthetic narcotics",2.99573227355399,0,-0.105360515657826
"Mississippi",2012,103,4.6,0,"All Opioids",4.63472898822964,0,1.52605630349505
"Mississippi",2013,11,NA,0,"Heroin",2.39789527279837,0,NA
"Mississippi",2013,53,2.4,0,"Other opioids",3.97029191355212,0,0.8754687373539
"Mississippi",2013,13,NA,0,"Methadone",2.56494935746154,0,NA
"Mississippi",2013,25,1.1,0,"Other synthetic narcotics",3.2188758248682,0,0.0953101798043249
"Mississippi",2013,102,3.5,0,"All Opioids",4.62497281328427,0,1.25276296849537
"Mississippi",2014,23,1,0,"Heroin",3.13549421592915,0,0
"Mississippi",2014,64,2.8,0,"Other opioids",4.15888308335967,0,1.02961941718116
"Mississippi",2014,NA,NA,NA,"Methadone",NA,NA,NA
"Mississippi",2014,24,1.1,0,"Other synthetic narcotics",3.17805383034795,0,0.0953101798043249
"Mississippi",2014,111,4.9,0,"All Opioids",4.70953020131233,0,1.58923520511658
"Mississippi",2015,40,1.8,0,"Heroin",3.68887945411394,0,0.587786664902119
"Mississippi",2015,76,3.4,0,"Other opioids",4.33073334028633,0,1.22377543162212
"Mississippi",2015,13,NA,0,"Methadone",2.56494935746154,0,NA
"Mississippi",2015,36,1.6,0,"Other synthetic narcotics",3.58351893845611,0,0.470003629245736
"Mississippi",2015,165,6.8,0,"All Opioids",5.10594547390058,0,1.91692261218206
"Minnesota",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2000,19,NA,0,"Other opioids",2.94443897916644,0,NA
"Minnesota",2000,NA,NA,NA,"Methadone",NA,NA,NA
"Minnesota",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Minnesota",2000,19,0,0,"All Opioids",2.94443897916644,0,0
"Minnesota",2001,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2001,44,1.2,0,"Other opioids",3.78418963391826,0,0.182321556793955
"Minnesota",2001,13,NA,0,"Methadone",2.56494935746154,0,NA
"Minnesota",2001,13,NA,0,"Other synthetic narcotics",2.56494935746154,0,NA
"Minnesota",2001,70,1.2,0,"All Opioids",4.24849524204936,0,0.182321556793955
"Minnesota",2002,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2002,49,1.3,0,"Other opioids",3.89182029811063,0,0.262364264467491
"Minnesota",2002,18,NA,0,"Methadone",2.89037175789616,0,NA
"Minnesota",2002,10,NA,0,"Other synthetic narcotics",2.30258509299405,0,NA
"Minnesota",2002,77,1.3,0,"All Opioids",4.34380542185368,0,0.262364264467491
"Minnesota",2003,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2003,42,1.1,0,"Other opioids",3.73766961828337,0,0.0953101798043249
"Minnesota",2003,31,0.8,0,"Methadone",3.43398720448515,0,-0.22314355131421
"Minnesota",2003,19,NA,0,"Other synthetic narcotics",2.94443897916644,0,NA
"Minnesota",2003,92,1.9,0,"All Opioids",4.52178857704904,0,0.641853886172395
"Minnesota",2004,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2004,70,1.8,0,"Other opioids",4.24849524204936,0,0.587786664902119
"Minnesota",2004,37,1,0,"Methadone",3.61091791264422,0,0
"Minnesota",2004,18,NA,0,"Other synthetic narcotics",2.89037175789616,0,NA
"Minnesota",2004,125,2.8,0,"All Opioids",4.8283137373023,0,1.02961941718116
"Minnesota",2005,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2005,67,1.7,0,"Other opioids",4.20469261939097,0,0.53062825106217
"Minnesota",2005,34,0.9,0,"Methadone",3.52636052461616,0,-0.105360515657826
"Minnesota",2005,20,0.5,0,"Other synthetic narcotics",2.99573227355399,0,-0.693147180559945
"Minnesota",2005,121,3.1,0,"All Opioids",4.79579054559674,0,1.1314021114911
"Minnesota",2006,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2006,62,1.6,0,"Other opioids",4.12713438504509,0,0.470003629245736
"Minnesota",2006,63,1.6,0,"Methadone",4.14313472639153,0,0.470003629245736
"Minnesota",2006,30,0.8,0,"Other synthetic narcotics",3.40119738166216,0,-0.22314355131421
"Minnesota",2006,155,4,0,"All Opioids",5.04342511691925,0,1.38629436111989
"Minnesota",2007,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2007,82,2.1,0,"Other opioids",4.40671924726425,0,0.741937344729377
"Minnesota",2007,57,1.5,0,"Methadone",4.04305126783455,0,0.405465108108164
"Minnesota",2007,26,0.7,0,"Other synthetic narcotics",3.25809653802148,0,-0.356674943938732
"Minnesota",2007,165,4.3,0,"All Opioids",5.10594547390058,0,1.45861502269952
"Minnesota",2008,NA,NA,NA,"Heroin",NA,NA,NA
"Minnesota",2008,90,2.3,0,"Other opioids",4.49980967033027,0,0.832909122935104
"Minnesota",2008,62,1.6,0,"Methadone",4.12713438504509,0,0.470003629245736
"Minnesota",2008,32,0.8,0,"Other synthetic narcotics",3.46573590279973,0,-0.22314355131421
"Minnesota",2008,184,4.7,0,"All Opioids",5.21493575760899,0,1.54756250871601
"Minnesota",2009,16,NA,0,"Heroin",2.77258872223978,0,NA
"Minnesota",2009,113,2.8,0,"Other opioids",4.72738781871234,0,1.02961941718116
"Minnesota",2009,77,1.9,0,"Methadone",4.34380542185368,0,0.641853886172395
"Minnesota",2009,40,1,0,"Other synthetic narcotics",3.68887945411394,0,0
"Minnesota",2009,246,5.7,0,"All Opioids",5.50533153593236,0,1.7404661748405
"Minnesota",2010,16,NA,0,"Heroin",2.77258872223978,0,NA
"Minnesota",2010,105,2.6,0,"Other opioids",4.65396035015752,0,0.955511445027436
"Minnesota",2010,61,1.5,0,"Methadone",4.11087386417331,0,0.405465108108164
"Minnesota",2010,37,0.9,0,"Other synthetic narcotics",3.61091791264422,0,-0.105360515657826
"Minnesota",2010,219,5,0,"All Opioids",5.3890717298165,0,1.6094379124341
"Minnesota",2011,44,1.1,0,"Heroin",3.78418963391826,0,0.0953101798043249
"Minnesota",2011,103,2.5,0,"Other opioids",4.63472898822964,0,0.916290731874155
"Minnesota",2011,58,1.4,0,"Methadone",4.06044301054642,0,0.336472236621213
"Minnesota",2011,32,0.8,0,"Other synthetic narcotics",3.46573590279973,0,-0.22314355131421
"Minnesota",2011,237,5.8,0,"All Opioids",5.46806014113513,0,1.75785791755237
"Minnesota",2012,45,1.1,0,"Heroin",3.80666248977032,0,0.0953101798043249
"Minnesota",2012,112,2.7,0,"Other opioids",4.71849887129509,0,0.993251773010283
"Minnesota",2012,67,1.6,0,"Methadone",4.20469261939097,0,0.470003629245736
"Minnesota",2012,42,1,0,"Other synthetic narcotics",3.73766961828337,0,0
"Minnesota",2012,266,6.4,0,"All Opioids",5.5834963087817,0,1.85629799036563
"Minnesota",2013,93,2.2,0,"Heroin",4.53259949315326,0,0.78845736036427
"Minnesota",2013,111,2.7,0,"Other opioids",4.70953020131233,0,0.993251773010283
"Minnesota",2013,76,1.8,0,"Methadone",4.33073334028633,0,0.587786664902119
"Minnesota",2013,34,0.8,0,"Other synthetic narcotics",3.52636052461616,0,-0.22314355131421
"Minnesota",2013,314,7.5,0,"All Opioids",5.74939298590825,0,2.01490302054226
"Minnesota",2014,101,2.4,0,"Heroin",4.61512051684126,0,0.8754687373539
"Minnesota",2014,107,2.6,0,"Other opioids",4.67282883446191,0,0.955511445027436
"Minnesota",2014,82,2,0,"Methadone",4.40671924726425,0,0.693147180559945
"Minnesota",2014,46,1.1,0,"Other synthetic narcotics",3.8286413964891,0,0.0953101798043249
"Minnesota",2014,336,8.1,0,"All Opioids",5.8171111599632,0,2.09186406167839
"Minnesota",2015,115,2.7,0,"Heroin",4.74493212836325,0,0.993251773010283
"Minnesota",2015,131,3.1,0,"Other opioids",4.87519732320115,0,1.1314021114911
"Minnesota",2015,56,1.3,0,"Methadone",4.02535169073515,0,0.262364264467491
"Minnesota",2015,55,1.3,0,"Other synthetic narcotics",4.00733318523247,0,0.262364264467491
"Minnesota",2015,357,8.4,0,"All Opioids",5.87773578177964,0,2.12823170584927
"Michigan",2000,99,1.3,0,"Heroin",4.59511985013459,0,0.262364264467491
"Michigan",2000,45,0.6,0,"Other opioids",3.80666248977032,0,-0.510825623765991
"Michigan",2000,15,NA,0,"Methadone",2.70805020110221,0,NA
"Michigan",2000,18,NA,0,"Other synthetic narcotics",2.89037175789616,0,NA
"Michigan",2000,177,1.9,0,"All Opioids",5.17614973257383,0,0.641853886172395
"Michigan",2001,88,1.2,0,"Heroin",4.47733681447821,0,0.182321556793955
"Michigan",2001,67,0.9,0,"Other opioids",4.20469261939097,0,-0.105360515657826
"Michigan",2001,16,NA,0,"Methadone",2.77258872223978,0,NA
"Michigan",2001,18,NA,0,"Other synthetic narcotics",2.89037175789616,0,NA
"Michigan",2001,189,2.1,0,"All Opioids",5.24174701505964,0,0.741937344729377
"Michigan",2002,74,1,0,"Heroin",4.30406509320417,0,0
"Michigan",2002,86,1.2,0,"Other opioids",4.45434729625351,0,0.182321556793955
"Michigan",2002,44,0.6,0,"Methadone",3.78418963391826,0,-0.510825623765991
"Michigan",2002,43,0.6,0,"Other synthetic narcotics",3.76120011569356,0,-0.510825623765991
"Michigan",2002,247,3.4,0,"All Opioids",5.50938833662798,0,1.22377543162212
"Michigan",2003,79,1.1,0,"Heroin",4.36944785246702,0,0.0953101798043249
"Michigan",2003,81,1.1,0,"Other opioids",4.39444915467244,0,0.0953101798043249
"Michigan",2003,52,0.7,0,"Methadone",3.95124371858143,0,-0.356674943938732
"Michigan",2003,36,0.5,0,"Other synthetic narcotics",3.58351893845611,0,-0.693147180559945
"Michigan",2003,248,3.4,0,"All Opioids",5.51342874616498,0,1.22377543162212
"Michigan",2004,108,1.4,0,"Heroin",4.68213122712422,0,0.336472236621213
"Michigan",2004,110,1.5,0,"Other opioids",4.70048036579242,0,0.405465108108164
"Michigan",2004,100,1.3,0,"Methadone",4.60517018598809,0,0.262364264467491
"Michigan",2004,53,0.7,0,"Other synthetic narcotics",3.97029191355212,0,-0.356674943938732
"Michigan",2004,371,4.9,0,"All Opioids",5.91620206260743,0,1.58923520511658
"Michigan",2005,178,2.4,0.1,"Heroin",5.18178355029209,-2.30258509299405,0.8754687373539
"Michigan",2005,155,2.1,0,"Other opioids",5.04342511691925,0,0.741937344729377
"Michigan",2005,127,1.7,0,"Methadone",4.84418708645859,0,0.53062825106217
"Michigan",2005,90,1.2,0,"Other synthetic narcotics",4.49980967033027,0,0.182321556793955
"Michigan",2005,550,7.4,0.1,"All Opioids",6.30991827822652,-2.30258509299405,2.00148000021012
"Michigan",2006,165,2.2,0.1,"Heroin",5.10594547390058,-2.30258509299405,0.78845736036427
"Michigan",2006,176,2.3,0.1,"Other opioids",5.17048399503815,-2.30258509299405,0.832909122935104
"Michigan",2006,155,2.1,0,"Methadone",5.04342511691925,0,0.741937344729377
"Michigan",2006,214,2.8,0.1,"Other synthetic narcotics",5.36597601502185,-2.30258509299405,1.02961941718116
"Michigan",2006,710,9.4,0.3,"All Opioids",6.56526497003536,-1.20397280432594,2.24070968927596
"Michigan",2007,115,1.5,0,"Heroin",4.74493212836325,0,0.405465108108164
"Michigan",2007,187,2.5,0.1,"Other opioids",5.23110861685459,-2.30258509299405,0.916290731874155
"Michigan",2007,155,2.1,0,"Methadone",5.04342511691925,0,0.741937344729377
"Michigan",2007,72,1,0,"Other synthetic narcotics",4.27666611901606,0,0
"Michigan",2007,529,7.1,0.1,"All Opioids",6.2709884318583,-2.30258509299405,1.96009478404727
"Michigan",2008,216,2.9,0.1,"Heroin",5.37527840768417,-2.30258509299405,1.06471073699243
"Michigan",2008,223,3,0.1,"Other opioids",5.40717177146012,-2.30258509299405,1.09861228866811
"Michigan",2008,155,2.1,0,"Methadone",5.04342511691925,0,0.741937344729377
"Michigan",2008,76,1,0,"Other synthetic narcotics",4.33073334028633,0,0
"Michigan",2008,670,9,0.2,"All Opioids",6.50727771238501,-1.6094379124341,2.19722457733622
"Michigan",2009,250,3.3,0.1,"Heroin",5.52146091786225,-2.30258509299405,1.19392246847243
"Michigan",2009,213,2.8,0.1,"Other opioids",5.36129216570943,-2.30258509299405,1.02961941718116
"Michigan",2009,181,2.4,0.1,"Methadone",5.19849703126583,-2.30258509299405,0.8754687373539
"Michigan",2009,94,1.2,0,"Other synthetic narcotics",4.54329478227,0,0.182321556793955
"Michigan",2009,738,9.7,0.3,"All Opioids",6.60394382460047,-1.20397280432594,2.27212588550934
"Michigan",2010,217,2.9,0.1,"Heroin",5.37989735354046,-2.30258509299405,1.06471073699243
"Michigan",2010,261,3.5,0.1,"Other opioids",5.56452040732269,-2.30258509299405,1.25276296849537
"Michigan",2010,163,2.2,0.1,"Methadone",5.09375020080676,-2.30258509299405,0.78845736036427
"Michigan",2010,89,1.2,0,"Other synthetic narcotics",4.48863636973214,0,0.182321556793955
"Michigan",2010,730,9.8,0.3,"All Opioids",6.59304453414244,-1.20397280432594,2.28238238567653
"Michigan",2011,270,3.6,0.1,"Heroin",5.59842195899838,-2.30258509299405,1.28093384546206
"Michigan",2011,241,3.2,0.1,"Other opioids",5.48479693349065,-2.30258509299405,1.16315080980568
"Michigan",2011,162,2.1,0.1,"Methadone",5.08759633523238,-2.30258509299405,0.741937344729377
"Michigan",2011,89,1.2,0,"Other synthetic narcotics",4.48863636973214,0,0.182321556793955
"Michigan",2011,762,10.1,0.3,"All Opioids",6.63594655568665,-1.20397280432594,2.31253542384721
"Michigan",2012,263,3.5,0.1,"Heroin",5.57215403217776,-2.30258509299405,1.25276296849537
"Michigan",2012,278,3.6,0.1,"Other opioids",5.62762111369064,-2.30258509299405,1.28093384546206
"Michigan",2012,135,1.8,0,"Methadone",4.90527477843843,0,0.587786664902119
"Michigan",2012,72,0.9,0,"Other synthetic narcotics",4.27666611901606,0,-0.105360515657826
"Michigan",2012,748,9.8,0.2,"All Opioids",6.61740297797448,-1.6094379124341,2.28238238567653
"Michigan",2013,424,5.5,0.1,"Heroin",6.04973345523196,-2.30258509299405,1.70474809223843
"Michigan",2013,291,3.8,0.1,"Other opioids",5.67332326717149,-2.30258509299405,1.33500106673234
"Michigan",2013,167,2.2,0.1,"Methadone",5.11799381241676,-2.30258509299405,0.78845736036427
"Michigan",2013,89,1.2,0,"Other synthetic narcotics",4.48863636973214,0,0.182321556793955
"Michigan",2013,971,12.7,0.3,"All Opioids",6.87832646829133,-1.20397280432594,2.54160199346455
"Michigan",2014,529,6.9,0.2,"Heroin",6.2709884318583,-1.6094379124341,1.93152141160321
"Michigan",2014,331,4.3,0.1,"Other opioids",5.80211837537706,-2.30258509299405,1.45861502269952
"Michigan",2014,151,2,0,"Methadone",5.01727983681492,0,0.693147180559945
"Michigan",2014,180,2.3,0.1,"Other synthetic narcotics",5.19295685089021,-2.30258509299405,0.832909122935104
"Michigan",2014,1191,15.5,0.4,"All Opioids",7.0825485693553,-0.916290731874155,2.7408400239252
"Michigan",2015,654,8.5,0.2,"Heroin",6.4831073514572,-1.6094379124341,2.14006616349627
"Michigan",2015,387,5,0.1,"Other opioids",5.95842469302978,-2.30258509299405,1.6094379124341
"Michigan",2015,172,2.2,0.1,"Methadone",5.14749447681345,-2.30258509299405,0.78845736036427
"Michigan",2015,461,6,0.1,"Other synthetic narcotics",6.13339804299665,-2.30258509299405,1.79175946922805
"Michigan",2015,1674,21.7,0.5,"All Opioids",7.42297125104942,-0.693147180559945,3.07731226054641
"Massachusetts",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Massachusetts",2000,30,0.6,0,"Other opioids",3.40119738166216,0,-0.510825623765991
"Massachusetts",2000,NA,NA,NA,"Methadone",NA,NA,NA
"Massachusetts",2000,16,NA,0,"Other synthetic narcotics",2.77258872223978,0,NA
"Massachusetts",2000,46,0.6,0,"All Opioids",3.8286413964891,0,-0.510825623765991
"Massachusetts",2001,21,0.4,0,"Heroin",3.04452243772342,0,-0.916290731874155
"Massachusetts",2001,73,1.5,0,"Other opioids",4.29045944114839,0,0.405465108108164
"Massachusetts",2001,27,0.6,0,"Methadone",3.29583686600433,0,-0.510825623765991
"Massachusetts",2001,11,NA,0,"Other synthetic narcotics",2.39789527279837,0,NA
"Massachusetts",2001,132,2.5,0,"All Opioids",4.88280192258637,0,0.916290731874155
"Massachusetts",2002,17,NA,0,"Heroin",2.83321334405622,0,NA
"Massachusetts",2002,76,1.5,0,"Other opioids",4.33073334028633,0,0.405465108108164
"Massachusetts",2002,24,0.5,0,"Methadone",3.17805383034795,0,-0.693147180559945
"Massachusetts",2002,21,0.4,0,"Other synthetic narcotics",3.04452243772342,0,-0.916290731874155
"Massachusetts",2002,138,2.4,0,"All Opioids",4.92725368515721,0,0.8754687373539
"Massachusetts",2003,23,0.5,0,"Heroin",3.13549421592915,0,-0.693147180559945
"Massachusetts",2003,93,1.9,0,"Other opioids",4.53259949315326,0,0.641853886172395
"Massachusetts",2003,36,0.7,0,"Methadone",3.58351893845611,0,-0.356674943938732
"Massachusetts",2003,26,0.5,0,"Other synthetic narcotics",3.25809653802148,0,-0.693147180559945
"Massachusetts",2003,178,3.6,0,"All Opioids",5.18178355029209,0,1.28093384546206
"Massachusetts",2004,14,NA,0,"Heroin",2.63905732961526,0,NA
"Massachusetts",2004,69,1.4,0,"Other opioids",4.23410650459726,0,0.336472236621213
"Massachusetts",2004,56,1.1,0,"Methadone",4.02535169073515,0,0.0953101798043249
"Massachusetts",2004,34,0.7,0,"Other synthetic narcotics",3.52636052461616,0,-0.356674943938732
"Massachusetts",2004,173,3.2,0,"All Opioids",5.15329159449778,0,1.16315080980568
"Massachusetts",2005,20,0.4,0,"Heroin",2.99573227355399,0,-0.916290731874155
"Massachusetts",2005,96,1.9,0,"Other opioids",4.56434819146784,0,0.641853886172395
"Massachusetts",2005,93,1.9,0,"Methadone",4.53259949315326,0,0.641853886172395
"Massachusetts",2005,39,0.8,0,"Other synthetic narcotics",3.66356164612965,0,-0.22314355131421
"Massachusetts",2005,248,5,0,"All Opioids",5.51342874616498,0,1.6094379124341
"Massachusetts",2006,37,0.7,0,"Heroin",3.61091791264422,0,-0.356674943938732
"Massachusetts",2006,157,3.2,0.1,"Other opioids",5.05624580534831,-2.30258509299405,1.16315080980568
"Massachusetts",2006,151,3,0,"Methadone",5.01727983681492,0,1.09861228866811
"Massachusetts",2006,88,1.8,0,"Other synthetic narcotics",4.47733681447821,0,0.587786664902119
"Massachusetts",2006,433,8.7,0.1,"All Opioids",6.07073772800249,-2.30258509299405,2.16332302566054
"Massachusetts",2007,69,1.4,0,"Heroin",4.23410650459726,0,0.336472236621213
"Massachusetts",2007,172,3.4,0.1,"Other opioids",5.14749447681345,-2.30258509299405,1.22377543162212
"Massachusetts",2007,126,2.5,0,"Methadone",4.83628190695148,0,0.916290731874155
"Massachusetts",2007,74,1.5,0,"Other synthetic narcotics",4.30406509320417,0,0.405465108108164
"Massachusetts",2007,441,8.8,0.1,"All Opioids",6.08904487544685,-2.30258509299405,2.17475172148416
"Massachusetts",2008,59,1.2,0,"Heroin",4.07753744390572,0,0.182321556793955
"Massachusetts",2008,143,2.8,0,"Other opioids",4.96284463025991,0,1.02961941718116
"Massachusetts",2008,87,1.7,0,"Methadone",4.46590811865458,0,0.53062825106217
"Massachusetts",2008,55,1.1,0,"Other synthetic narcotics",4.00733318523247,0,0.0953101798043249
"Massachusetts",2008,344,6.8,0,"All Opioids",5.8406416573734,0,1.91692261218206
"Massachusetts",2009,63,1.2,0,"Heroin",4.14313472639153,0,0.182321556793955
"Massachusetts",2009,157,3.1,0.1,"Other opioids",5.05624580534831,-2.30258509299405,1.1314021114911
"Massachusetts",2009,117,2.3,0,"Methadone",4.76217393479776,0,0.832909122935104
"Massachusetts",2009,65,1.3,0,"Other synthetic narcotics",4.17438726989564,0,0.262364264467491
"Massachusetts",2009,402,7.9,0.1,"All Opioids",5.99645208861902,-2.30258509299405,2.06686275947298
"Massachusetts",2010,73,1.4,0,"Heroin",4.29045944114839,0,0.336472236621213
"Massachusetts",2010,181,3.5,0.1,"Other opioids",5.19849703126583,-2.30258509299405,1.25276296849537
"Massachusetts",2010,86,1.7,0,"Methadone",4.45434729625351,0,0.53062825106217
"Massachusetts",2010,70,1.4,0,"Other synthetic narcotics",4.24849524204936,0,0.336472236621213
"Massachusetts",2010,410,8,0.1,"All Opioids",6.01615715969835,-2.30258509299405,2.07944154167984
"Massachusetts",2011,145,2.8,0,"Heroin",4.97673374242057,0,1.02961941718116
"Massachusetts",2011,177,3.4,0.1,"Other opioids",5.17614973257383,-2.30258509299405,1.22377543162212
"Massachusetts",2011,70,1.4,0,"Methadone",4.24849524204936,0,0.336472236621213
"Massachusetts",2011,64,1.2,0,"Other synthetic narcotics",4.15888308335967,0,0.182321556793955
"Massachusetts",2011,456,8.8,0.1,"All Opioids",6.12249280951439,-2.30258509299405,2.17475172148416
"Massachusetts",2012,246,4.7,0.1,"Heroin",5.50533153593236,-2.30258509299405,1.54756250871601
"Massachusetts",2012,183,3.5,0.1,"Other opioids",5.20948615284142,-2.30258509299405,1.25276296849537
"Massachusetts",2012,87,1.7,0,"Methadone",4.46590811865458,0,0.53062825106217
"Massachusetts",2012,72,1.4,0,"Other synthetic narcotics",4.27666611901606,0,0.336472236621213
"Massachusetts",2012,588,11.3,0.2,"All Opioids",6.37672694789863,-1.6094379124341,2.42480272571829
"Massachusetts",2013,289,5.5,0.1,"Heroin",5.66642668811243,-2.30258509299405,1.70474809223843
"Massachusetts",2013,187,3.5,0.1,"Other opioids",5.23110861685459,-2.30258509299405,1.25276296849537
